Sr No	Token	Original Token	UPOS	EngPOS	SPOS	case	Gender	Number	Person	Morphology Form	Lema	pronunciation
2	زندگي	زندگي	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	زندگي	Zindagi
3	۾	۾	ADP	IN 	حرفِ جر					Morphology Form = Simple	۾	Me
4	خوشيون	خوش	ADJ	JJ 	صفت					Morphology Form = Bound	خوش	Khushyoon
5	آڻي	آڻ	VERB	VB 	فعل					Morphology Form = Bound	آڻ	Aanay
6	ٿي	ٿي	VERB	VB 	فعل					Morphology Form = Simple	ٿي	thee
7	.	.	PERIOD		پورو دم							Dot
1	مختلف	مختلف	ADJ	JJ 	صفت					Morphology Form = Simple	مختلف	Mukhtalif
2	دورن	دور	NOUN	NN 	اسم	Case = Nom		Number = Plur		Morphology Form = Bound	دور	Daoran
3	۾	۾	ADP	IN 	حرفِ جر					Morphology Form = Simple	۾	Me
4	قومن	قوم	NOUN	NNS	اسم	Case = Nom		Number = Plur		Morphology Form = Bound	قوم	Qoaman
5	جي	جي	ADP	IN 	حرفِ جر					Morphology Form = Simple	جي	Je
6	بقا	بقا	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing		Morphology Form = Simple	بقا	Baqa
7	۽	۽	CONJ	CC 	حرف جملو						۽	Aen
8	سڌاري	سڌار	ADJ	JJ 	صفت	Case = ACC				Morphology Form = Bound	سڌارو	Sudharay
9	جا	جو	ADP	IN 	حرفِ جر					Morphology Form = Simple	جو	Ja
10	معيار	معيار	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Bound	معيار	Mayaar
11	به	به	ADP	IN 	حرفِ جر					Morphology Form = Simple	به	Bi
12	مختلف	مختلف	ADJ	JJ 	صفت					Morphology Form = Simple	مختلف	Mukhtalif
13	رهيا	ره	VERB	VBD 	فعل					Morphology Form = Bound	رهيو	Rahyo
14	آهن	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahin
15	.	.	PERIOD		پورو دم							Dot
1	مختلف	مختلف	ADJ	JJ 	صفت					Morphology Form = Simple	مختلف	Mukhtalif
2	دورن	دور	NOUN	NN 	اسم	Case = Nom		Number = Plur		Morphology Form = Bound	دور	Daoran
3	۾	۾	ADP	IN 	حرفِ جر					Morphology Form = Simple	۾	Me
4	قومن	قوم	NOUN	NNS	اسم	Case = Nom		Number = Plur		Morphology Form = Bound	قوم	Qoaman
5	جي	جي	ADP	IN 	حرفِ جر					Morphology Form = Simple	جي	Je
6	بقا	بقا	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing		Morphology Form = Simple	بقا	Baqa
7	۽	۽	CONJ	CC 	حرف جملو						۽	Aen
8	سڌاري	سڌار	ADJ	JJ 	صفت	Case = ACC				Morphology Form = Bound	سڌارو	Sudharay
9	جا	جو	ADP	IN 	حرفِ جر					Morphology Form = Simple	جو	Ja
10	معيار	معيار	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Bound	معيار	Mayaar
11	به	به	ADP	IN 	حرفِ جر					Morphology Form = Simple	به	Bi
12	مختلف	مختلف	ADJ	JJ 	صفت					Morphology Form = Simple	مختلف	Mukhtalif
13	رهيا	ره	VERB	VBD 	فعل					Morphology Form = Bound	رهيو	Rahyo
14	آهن	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahin
15	.	.	PERIOD		پورو دم							Dot
1	محنتي	محنت	ADJ	JJ 	صفت					Morphology Form = Bound	محنت	Mehnati
2	ماڻهو	ماڻهو	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ماڻهو	Maanhoo
3	ڪڏهن	ڪڏهن	ADV	RB 	ظرف					Morphology Form = Simple	ڪڏهن	kedehn
4	به	به	ADP	IN 	حرفِ جر					Morphology Form = Simple	به	Bi
5	ناڪام	ناڪام	ADJ	JJ 	صفت					Morphology Form = Bound	ناڪام	Naakaam
6	ناهن	ناه	ADV	RB 	ظرف					Morphology Form = Bound	ناه	Naahin
7	ٿيندا	ٿي	VERB	VBG 	فعل					Morphology Form = Bound	ٿي	Theenda
8	.	.	PERIOD		پورو دم							Dot
1	محنت	محنت	NOUN	NN 	اسم	Case = Nom	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	محنت	Mehnat
2	ڪرڻ	ڪر	VERB	VB 	فعل			Number = Sing		Morphology Form = Simple	ڪر	karan
3	اسان	آءُ	PRON	PRP 	ضمير					Morphology Form = Bound	اسان	Asaan
4	جو	جو	ADP	IN 	حرفِ جر					Morphology Form = Simple	جو	Jo
5	ڪم	ڪم	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ڪم	kam
6	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
7	۽	۽	CONJ	CC 	حرف جملو						۽	Aen
8	ڪاميابي	ڪامياب	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Bound	ڪامياب	kamyaabi
9	ڏيڻ	ڏي	VERB	VB 	فعل					Morphology Form = Simple	ڏيڻ	ddian
10	ڌڻي	ڌڻي	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ڌڻي	dhanni
11	جو	جو	ADP	IN 	حرفِ جر					Morphology Form = Simple	جو	Jo
12	ڪم	ڪم	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ڪم	kam
13	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
14	.	.	PERIOD		پورو دم							Dot
1	محمد	محمد	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	محمد	Muhammad
2	علي	علي	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	علي	Ali
3	سٺو	سٺو	ADJ	JJ 	صفت					Morphology Form = Bound	سٺو	Sutho
4	ٻار	ٻار	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ٻار	baar
5	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
6	.	.	PERIOD		پورو دم							Dot
1	محمد	محمد	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	محمد	Muhammad
2	علي	علي	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	علي	Ali
3	ڏاهو	ڏاهو	ADJ	JJ 	صفت					Morphology Form = Simple	ڏاهو	Ddaaho
4	ڇوڪر	ڇوڪر	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ڇوڪر	chhokar
5	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
6	.	.	PERIOD		پورو دم							Dot
1	مٺي	مٺي	ADJ	JJ 	صفت					Morphology Form = Simple	مٺي	Mithi
2	زبان	زبان	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	زبان	Zibaan
3	وارو	وارو	ADP	IN 	حرفِ جر					Morphology Form = Bound	وارو	Waaro
4	انسان	انسان	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Bound	انسان	Insaan
5	هرهنڌ	هر	ADV	RB 	ظرف					Morphology Form = Bound	هرهنڌ	Harhandh
6	ساراهيو	ساراه	ADJ	JJ 	صفت					Morphology Form = Bound	ساراه	Saarhaayo
7	وڃي	وڃ	VERB	VB 	فعل					Morphology Form = Bound	وڃ	waghhay
8	ٿو	ٿو	VERB	VB 	فعل					Morphology Form = Simple	ٿو	tho
9	.	.	PERIOD		پورو دم							Dot
1	ماڻهو	ماڻهو	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ماڻهو	Maanhoo
2	جو	جو	ADP	IN 	حرفِ جر					Morphology Form = Simple	جو	Jo
3	اخلاق	اخلاق	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	اخلاق	Ikhilaaq
4	ئي	ئي	ADV	RB 	ظرف					Morphology Form = Simple	ئي	Ee
5	ان	ان	DET	DT 	ضمير اشارو		Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	ان	In
6	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
7	خوبصورت	خوبصورت	ADJ	JJ 	صفت	Case = ACC				Morphology Form = Bound	خوبصورت	Khoobsoorat
8	بڻائي	بڻاءِ	VERB	VB 	فعل					Morphology Form = Bound	بڻائي	Bannaa'ay
9	ٿو	ٿو	VERB	VB 	فعل					Morphology Form = Simple	ٿو	tho
10	.	.	PERIOD		پورو دم							Dot
1	ماڻهن	ماڻهو	NOUN	NN 	اسم	Case = Nom		Number = Plur		Morphology Form = Bound	ماڻهو	Manhun
2	جي	جي	ADP	IN 	حرفِ جر					Morphology Form = Simple	جي	Je
3	چوڻ	چوڻ	VERB	VB 	فعل					Morphology Form = Simple	چوڻ	chawan
4	جي	جي	ADP	IN 	حرفِ جر					Morphology Form = Simple	جي	Je
5	باوجود	باوجود	ADV	RB 	ظرف			Number = Sing		Morphology Form = Bound	باوجود	Bawajood
6	به	به	ADP	IN 	حرفِ جر					Morphology Form = Simple	به	Bi
7	هن	هن	DET	DT 	ضمير اشارو	Case = ACC				Morphology Form = Simple	هن	Hin
8	ڪم	ڪم	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ڪم	kam
9	ڪرڻ	ڪر	VERB	VB 	فعل			Number = Sing		Morphology Form = Simple	ڪر	karan
10	نه	نه	ADV	RB 	ظرف					Morphology Form = Simple	نه	Na 
11	ڇڏيو	ڇڏ	VERB	VBD 	فعل					Morphology Form = Bound	ڇڏ	chhaddyo
12	.	.	PERIOD		پورو دم							Dot
1	مان	مان	PRON	PRP 	ضمير	Case = Nom				Morphology Form = Simple	مان	Maan
2	هينئر	هينئر	ADV	RB 	ظرف					Morphology Form = Simple	هينئر	Heenr
3	گھران	گھر	NOUN	NN 	اسم	Case = Ablative		Number = Sing		Morphology Form = Bound	گھر	gharaan
4	ٿو	ٿو	VERB	VB 	فعل					Morphology Form = Simple	ٿو	tho
5	اچان	اچ	VERB	VB 	فعل			Number = Sing		Morphology Form = Bound	اچ	Achaan
6	.	.	PERIOD		پورو دم							Dot
1	مائٽن	مائٽ	NOUN	NNS	اسم	Case = Nom		Number = Plur		Morphology Form = Bound	مائٽ	Maaetrin
2	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
3	عزت	عزت	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	عزت	izat
4	ڏي	ڏي	VERB	VB 	فعل					Morphology Form = Simple	ڏي	Dde
5	ته	ته	ADP	IN 	حرفِ جر					Morphology Form = Simple	ته	ta
6	توکي	تو	PRON	PRP 	ضمير					Morphology Form = Bound	توکي	Tokhay
7	به	به	ADP	IN 	حرفِ جر					Morphology Form = Simple	به	Bi
8	عزت	عزت	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	عزت	izat
9	ملي	مل	VERB	VB 	فعل					Morphology Form = Bound	مل	Milay
10	.	.	PERIOD		پورو دم							Dot
1	ماءُ	ماءُ	NOUN	NN 	اسم	Case = Nom	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	ماءُ	Maau
2	جي	جي	ADP	IN 	حرفِ جر					Morphology Form = Simple	جي	Je
3	پيرن	پير	NOUN	NNS	اسم	Case = Nom		Number = Plur		Morphology Form = Bound	پير	per
4	هيٺيان	هيٺ	ADJ	JJ 	صفت					Morphology Form = Bound	هيٺ	Hethiaan
5	جنت	جنت	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	جنت	Janat
6	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
7	.	.	PERIOD		پورو دم							Dot
1	ماءُ	ماءُ	NOUN	NN 	اسم	Case = Nom	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	ماءُ	Maau
2	جو	جو	ADP	IN 	حرفِ جر					Morphology Form = Simple	جو	Jo
3	پيار	پيار	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	پيار	pyaar
4	ماڻهو	ماڻهو	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ماڻهو	Maanhoo
5	کان	کان	ADP	IN 	حرفِ جر					Morphology Form = Simple	کان	khaan
6	ڄمڻ	ڄم	VERB	VB 	فعل					Morphology Form = Simple	ڄم	Jjman
7	کان	کان	ADP	IN 	حرفِ جر					Morphology Form = Simple	کان	khaan
8	مرڻ	مر	VERB	VB 	فعل					Morphology Form = Bound	مر	Maran
9	تائين	تائين	ADP	IN 	حرفِ جر					Morphology Form = Bound	تائين	Taaeen
10	نه	نه	ADV	RB 	ظرف					Morphology Form = Simple	نه	Na 
11	وسرندو	وسر	VERB	VBZ 	فعل					Morphology Form = Bound	وسرندو	Wisrando
12	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
13	.	.	PERIOD		پورو دم							Dot
1	لوهر	لوهر	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	لوهر	Lohar
2	پينگھو	پينگھ	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Bound	پينگھو	peengho
3	ٺاهي	ٺاه	VERB	VB 	فعل					Morphology Form = Bound	ٺاهي	Thaahay
4	ٿو	ٿو	VERB	VB 	فعل					Morphology Form = Simple	ٿو	tho
5	.	.	PERIOD		پورو دم							Dot
1	لوهارڪي	لوهار	ADJ	JJ 	صفت	Case = Nom				Morphology Form = Bound	لوهارڪي	Loharkay
2	ڪم	ڪم	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ڪم	kam
3	۾	۾	ADP	IN 	حرفِ جر					Morphology Form = Simple	۾	Me
4	هٿ	هٿ	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	هٿ	Hath
5	سخت	سخت	ADJ	JJ 	صفت					Morphology Form = Simple	سخت	Sakht
6	ٿئي	ٿي	VERB	VB 	فعل					Morphology Form = Bound	ٿئي	theeay
7	ٿو	ٿو	VERB	VB 	فعل					Morphology Form = Simple	ٿو	tho
8	.	.	PERIOD		پورو دم							Dot
1	لڳي	لڳ	VERB	VB 	فعل					Morphology Form = Bound	لڳ	Laghay
2	رهي	ره	VERB	VB 	فعل					Morphology Form = Bound	رهي	Rahay
3	آ	آ	VERB		فعل			Number = Sing		Morphology Form = Simple		Aa
4	ٿڌڙي	ٿڌ	ADJ	JJ 	صفت					Morphology Form = Bound	ٿڌڙي	thadhrri
5	هير	هير	PROPN	NNP	اسم خاص	Case = Nom	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	هير	Heer
6	!	!	SYM	SYM 	نشاني							Ajab g nishani
7	گوپال	گوپال	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	گوپال	Gopal
8	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
9	سڏ	سڏ	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	سڏ	Sadd
10	ڪيم	ڪيم	VERB	VBD 	فعل					Morphology Form = Bound	ڪيم	kayam
11	پر	پر	CONJ	CC 	حرف جملو					Morphology Form = Simple	پر	per
12	هُو	هُو	DET	DT 	ضمير اشارو					Morphology Form = Simple	هُو	Hoo
13	هليو	هل	VERB	VBD 	فعل					Morphology Form = Bound	هل	Halyo
14	ويو	ويو	VERB	VBD 	فعل					Morphology Form = Bound	ويو	Wayo
15	.	.	PERIOD		پورو دم							Dot
1	گوپال	گوپال	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	گوپال	Gopal
2	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
3	سڏ	سڏ	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	سڏ	Sadd
4	ڪيم	ڪيم	VERB	VBD 	فعل					Morphology Form = Bound	ڪيم	kayam
5	پر	پر	CONJ	CC 	حرف جملو					Morphology Form = Simple	پر	per
6	هُو	هُو	DET	DT 	ضمير اشارو					Morphology Form = Simple	هُو	Hoo
7	اسلم	اسلم	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	اسلم	Aslam
8	سان	سان	ADP	IN 	حرفِ جر					Morphology Form = Bound	سان	Saan
9	هليو	هل	VERB	VBD 	فعل					Morphology Form = Bound	هل	Halyo
10	ويو	ويو	VERB	VBD 	فعل					Morphology Form = Bound	ويو	Wayo
11	.	.	PERIOD		پورو دم							Dot
1	گھڻوڪري	گھڻو	ADV	RB 	ظرف					Morphology Form = Bound	گھڻو	Ghannokaray
2	ماڻهو	ماڻهو	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ماڻهو	Maanhoo
3	لاتعلقي	لاتعلق	NOUN	NN 	اسم		Gender = Fem	Number = Sing	Person = 3	Morphology Form = Bound	لاتعلق	Laataaluqi
4	جو	جو	ADP	IN 	حرفِ جر					Morphology Form = Simple	جو	Jo
5	اظهار	اظهار	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	اظهار	Izhaar
6	ڪري	ڪر	VERB	VB 	فعل					Morphology Form = Bound	ڪر	karay
7	پنهنجي	پنهنجي	PRON	PRP 	ضمير					Morphology Form = Bound	پنهنجي	Pahenji
8	ذميواري	ذميوار	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing		Morphology Form = Bound	ذميوار	Zimewaari
9	نٿا	نٿا	ADV	RB 	ظرف					Morphology Form = Bound	نٿا	Nathaa
10	نڀائين	نڀاءِ	VERB	VB 	فعل					Morphology Form = Bound	نڀاءِ	Nibhaeen
11	.	.	PERIOD		پورو دم							Dot
1	گلن	گل	NOUN	NNS	اسم	Case = Nom		Number = Plur		Morphology Form = Bound	گل	gulan
2	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
3	خوشبوءِ	خوشبوءِ	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Bound	خوشبوءِ	Khushbooe
4	ماحول	ماحول	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ماحول	Maahol
5	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
6	معطر	معطر	ADJ	JJ 	صفت					Morphology Form = Bound	معطر	Muatar
7	ڪري	ڪر	VERB	VB 	فعل					Morphology Form = Bound	ڪر	karay
8	ڇڏي	ڇڏ	VERB	VB 	فعل					Morphology Form = Bound	ڇڏ	chhaday
9	ٿي	ٿي	VERB	VB 	فعل					Morphology Form = Simple	ٿي	thee
10	.	.	PERIOD		پورو دم							Dot
1	گلن	گل	NOUN	NNS	اسم	Case = Nom		Number = Plur		Morphology Form = Bound	گل	gulan
2	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
3	خوشبوءِ	خوشبوءِ	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Bound	خوشبوءِ	Khushbooe
4	ماحول	ماحول	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ماحول	Maahol
5	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
6	بهتر	بهتر	ADJ	JJ 	صفت			Number = Sing		Morphology Form = Simple	بهتر	Behtar
7	ڪري	ڪر	VERB	VB 	فعل					Morphology Form = Bound	ڪر	karay
8	ڇڏي	ڇڏ	VERB	VB 	فعل					Morphology Form = Bound	ڇڏ	chhaday
9	ٿي	ٿي	VERB	VB 	فعل					Morphology Form = Simple	ٿي	thee
10	.	.	PERIOD		پورو دم							Dot
1	گلن	گل	NOUN	NNS	اسم	Case = Nom		Number = Plur		Morphology Form = Bound	گل	gulan
2	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
3	خوشبوءِ	خوشبوءِ	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Bound	خوشبوءِ	Khushbooe
4	ماحول	ماحول	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ماحول	Maahol
5	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
6	خوشگوار	خوش	ADJ	JJ 	صفت					Morphology Form = Simple	خوش	Khushgawaar
7	ڪري	ڪر	VERB	VB 	فعل					Morphology Form = Bound	ڪر	karay
8	ڇڏي	ڇڏ	VERB	VB 	فعل					Morphology Form = Bound	ڇڏ	chhaday
9	ٿي	ٿي	VERB	VB 	فعل					Morphology Form = Simple	ٿي	thee
10	.	.	PERIOD		پورو دم							Dot
1	گلن	گل	NOUN	NNS	اسم	Case = Nom		Number = Plur		Morphology Form = Bound	گل	gulan
2	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
3	خوشبوءِ	خوشبوءِ	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Bound	خوشبوءِ	Khushbooe
4	آسپاس	آس	NOUN	NN 	اسم					Morphology Form = Bound	آسپاس	Aaspaas
5	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
6	ماحول	ماحول	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ماحول	Maahol
7	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
8	سٺو	سٺو	ADJ	JJ 	صفت					Morphology Form = Bound	سٺو	Sutho
9	ڪري	ڪر	VERB	VB 	فعل					Morphology Form = Bound	ڪر	karay
10	ڇڏي	ڇڏ	VERB	VB 	فعل					Morphology Form = Bound	ڇڏ	chhaday
11	ٿي	ٿي	VERB	VB 	فعل					Morphology Form = Simple	ٿي	thee
12	.	.	PERIOD		پورو دم							Dot
1	گلابي	گلاب	ADJ	JJ 	صفت					Morphology Form = Simple	گلابي	gulabi
2	رنگ	رنگ	NOUN	NN 	اسم	Case = Nom				Morphology Form = Simple	رنگ	Rang
3	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
4	چادر	چادر	NOUN	NN 	اسم		Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	چادر	Chaadar
5	سٺي	سٺي	ADJ	JJ 	صفت					Morphology Form = Bound	سٺي	Suthi
6	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
7	.	.	PERIOD		پورو دم							Dot
1	گلاب	گلاب	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	گلاب	Gulaab
2	جو	جو	ADP	IN 	حرفِ جر					Morphology Form = Simple	جو	Jo
3	گل	گل	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	گل	Gul
4	بهترين	بهترين	ADJ	JJ 	صفت			Number = Sing		Morphology Form = Bound	بهتر	Behtareen
5	گلاب	گلاب	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	گلاب	Gulaab
6	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
